2017-03-11 13:55:49.822:INFO:oejs.Server:jetty-8.1.9.v20130131
2c21c9e.56 02f7fb94 /WiDaPic
2c21c9e.90 02f7fb94 /WiDaPic
2c21c9e.91 02f7fb94 /WiDaPic
2c21c9e.ab 02f7fb94 /WiDaPic
2c21c9e.cb 02f7fb94 /WiDaPic
2c21c9e.dd 02f7fb94 /WiDaPic
2c21c9e.f7 02f7fb94 /WiDaPic
2c21c9f.0e 02f7fb94 /WiDaPic
2c21c9f.17 02f7fb94 /WiDaPic
2c21c9f.21 02f7fb94 /WiDaPic
2c21c9f.33 02f7fb94 /WiDaPic
2c21c9f.56 02f7fb94 /WiDaPic
2c21c9f.64 02f7fb94 /WiDaPic
2c21c9f.b5 02f7fb94 /WiDaPic
2c21c9f.d0 02f7fb94 /WiDaPic
2c21c9f.da 02f7fb94 /WiDaPic
2c21c9f.fd 02f7fb94 /WiDaPic
2c21ca0.0e 02f7fb94 /WiDaPic
2c21ca1.7e 02f7fb94 /WiDaPic
2c21ca1.9a 02f7fb94 /WiDaPic
2c21ca2.ab 02f7fb94 /WiDaPic
2c21ca2.bb 02f7fb94 /WiDaPic
2c21ca2.e3 02f7fb94 /WiDaPic
2c21ca3.19 02f7fb94 /WiDaPic
2c21ca3.1c 02f7fb94 /WiDaPic
2c21ca3.2c 02f7fb94 /WiDaPic
2c21ca3.3d 02f7fb94 /WiDaPic
2c21ca3.8e 02f7fb94 /WiDaPic
2c21ca3.9b 02f7fb94 /WiDaPic
2c21ca3.a1 02f7fb94 /WiDaPic
2c21ca3.a5 02f7fb94 /WiDaPic
2c21ca3.e0 02f7fb94 /favicon.ico
2c21cfb.e3 42f9421d //wiki/MindBet
2c21f87.bf 42f95c14 ///rss.rdf
2c220d5.ec 42f94220 //wiki/DelIm
2c2211d.f1 578605ce /memo
2017-03-16 18:28:41.148:WARN:oejs.AbstractHttpConnection:/memo
java.lang.RuntimeException: Unable to resolve symbol: ? in this context, compiling:(NO_SOURCE_PATH:0:0)
	at clojure.lang.Compiler.analyze(Compiler.java:6688)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$InvokeExpr.parse(Compiler.java:3834)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6870)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$InvokeExpr.parse(Compiler.java:3834)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6870)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$IfExpr$Parser.parse(Compiler.java:2797)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6868)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$CaseExpr$Parser.parse(Compiler.java:8756)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6868)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$BodyExpr$Parser.parse(Compiler.java:6001)
	at clojure.lang.Compiler$LetExpr$Parser.parse(Compiler.java:6319)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6868)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6856)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6856)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$InvokeExpr.parse(Compiler.java:3834)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6870)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$BodyExpr$Parser.parse(Compiler.java:6001)
	at clojure.lang.Compiler$TryExpr$Parser.parse(Compiler.java:2277)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6868)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$BodyExpr$Parser.parse(Compiler.java:6001)
	at clojure.lang.Compiler$FnMethod.parse(Compiler.java:5380)
	at clojure.lang.Compiler$FnExpr.parse(Compiler.java:3972)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6866)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$InvokeExpr.parse(Compiler.java:3766)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6870)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$TryExpr$Parser.parse(Compiler.java:2248)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6868)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$BodyExpr$Parser.parse(Compiler.java:6001)
	at clojure.lang.Compiler$LetExpr$Parser.parse(Compiler.java:6319)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6868)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6856)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6856)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6856)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$InvokeExpr.parse(Compiler.java:3834)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6870)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6856)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$BodyExpr$Parser.parse(Compiler.java:6001)
	at clojure.lang.Compiler$LetExpr$Parser.parse(Compiler.java:6319)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6868)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6856)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$BodyExpr$Parser.parse(Compiler.java:6001)
	at clojure.lang.Compiler$FnMethod.parse(Compiler.java:5380)
	at clojure.lang.Compiler$FnExpr.parse(Compiler.java:3972)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6866)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$BodyExpr$Parser.parse(Compiler.java:6001)
	at clojure.lang.Compiler$FnMethod.parse(Compiler.java:5380)
	at clojure.lang.Compiler$FnExpr.parse(Compiler.java:3972)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6866)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.eval(Compiler.java:6924)
	at clojure.lang.Compiler.eval(Compiler.java:6890)
	at clojure.core$eval.invokeStatic(core.clj:3105)
	at clojure.core$eval.invoke(core.clj:3101)
	at clojure.core$eval535105$fn__535106.invoke(NO_SOURCE_FILE:0)
	at clojure.core$eval535101$fn__535102.invoke(NO_SOURCE_FILE:0)
	at Jet.handle(Jet.java:24)
	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:116)
	at org.eclipse.jetty.server.Server.handle(Server.java:368)
	at org.eclipse.jetty.server.AbstractHttpConnection.handleRequest(AbstractHttpConnection.java:488)
	at org.eclipse.jetty.server.BlockingHttpConnection.handleRequest(BlockingHttpConnection.java:53)
	at org.eclipse.jetty.server.AbstractHttpConnection.headerComplete(AbstractHttpConnection.java:932)
	at org.eclipse.jetty.server.AbstractHttpConnection$RequestHandler.headerComplete(AbstractHttpConnection.java:994)
	at org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:640)
	at org.eclipse.jetty.http.HttpParser.parseAvailable(HttpParser.java:235)
	at org.eclipse.jetty.server.BlockingHttpConnection.handle(BlockingHttpConnection.java:72)
	at org.eclipse.jetty.server.bio.SocketConnector$ConnectorEndPoint.run(SocketConnector.java:264)
	at org.eclipse.jetty.server.ssl.SslSocketConnector$SslConnectorEndPoint.run(SslSocketConnector.java:670)
	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:608)
	at org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:543)
	at java.lang.Thread.run(Thread.java:745)
Caused by: 
java.lang.RuntimeException: Unable to resolve symbol: ? in this context
	at clojure.lang.Util.runtimeException(Util.java:221)
	at clojure.lang.Compiler.resolveIn(Compiler.java:7164)
	at clojure.lang.Compiler.resolve(Compiler.java:7108)
	at clojure.lang.Compiler.analyzeSymbol(Compiler.java:7069)
	at clojure.lang.Compiler.analyze(Compiler.java:6648)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$InvokeExpr.parse(Compiler.java:3834)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6870)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$InvokeExpr.parse(Compiler.java:3834)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6870)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$IfExpr$Parser.parse(Compiler.java:2797)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6868)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$CaseExpr$Parser.parse(Compiler.java:8756)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6868)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$BodyExpr$Parser.parse(Compiler.java:6001)
	at clojure.lang.Compiler$LetExpr$Parser.parse(Compiler.java:6319)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6868)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6856)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6856)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$InvokeExpr.parse(Compiler.java:3834)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6870)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$BodyExpr$Parser.parse(Compiler.java:6001)
	at clojure.lang.Compiler$TryExpr$Parser.parse(Compiler.java:2277)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6868)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$BodyExpr$Parser.parse(Compiler.java:6001)
	at clojure.lang.Compiler$FnMethod.parse(Compiler.java:5380)
	at clojure.lang.Compiler$FnExpr.parse(Compiler.java:3972)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6866)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$InvokeExpr.parse(Compiler.java:3766)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6870)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$TryExpr$Parser.parse(Compiler.java:2248)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6868)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$BodyExpr$Parser.parse(Compiler.java:6001)
	at clojure.lang.Compiler$LetExpr$Parser.parse(Compiler.java:6319)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6868)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6856)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6856)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6856)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$InvokeExpr.parse(Compiler.java:3834)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6870)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6856)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$BodyExpr$Parser.parse(Compiler.java:6001)
	at clojure.lang.Compiler$LetExpr$Parser.parse(Compiler.java:6319)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6868)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6856)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$BodyExpr$Parser.parse(Compiler.java:6001)
	at clojure.lang.Compiler$FnMethod.parse(Compiler.java:5380)
	at clojure.lang.Compiler$FnExpr.parse(Compiler.java:3972)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6866)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.analyze(Compiler.java:6625)
	at clojure.lang.Compiler$BodyExpr$Parser.parse(Compiler.java:6001)
	at clojure.lang.Compiler$FnMethod.parse(Compiler.java:5380)
	at clojure.lang.Compiler$FnExpr.parse(Compiler.java:3972)
	at clojure.lang.Compiler.analyzeSeq(Compiler.java:6866)
	at clojure.lang.Compiler.analyze(Compiler.java:6669)
	at clojure.lang.Compiler.eval(Compiler.java:6924)
	at clojure.lang.Compiler.eval(Compiler.java:6890)
	at clojure.core$eval.invokeStatic(core.clj:3105)
	at clojure.core$eval.invoke(core.clj:3101)
	at clojure.core$eval535105$fn__535106.invoke(NO_SOURCE_FILE:0)
	at clojure.core$eval535101$fn__535102.invoke(NO_SOURCE_FILE:0)
	at Jet.handle(Jet.java:24)
	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:116)
	at org.eclipse.jetty.server.Server.handle(Server.java:368)
	at org.eclipse.jetty.server.AbstractHttpConnection.handleRequest(AbstractHttpConnection.java:488)
	at org.eclipse.jetty.server.BlockingHttpConnection.handleRequest(BlockingHttpConnection.java:53)
	at org.eclipse.jetty.server.AbstractHttpConnection.headerComplete(AbstractHttpConnection.java:932)
	at org.eclipse.jetty.server.AbstractHttpConnection$RequestHandler.headerComplete(AbstractHttpConnection.java:994)
	at org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:640)
	at org.eclipse.jetty.http.HttpParser.parseAvailable(HttpParser.java:235)
	at org.eclipse.jetty.server.BlockingHttpConnection.handle(BlockingHttpConnection.java:72)
	at org.eclipse.jetty.server.bio.SocketConnector$ConnectorEndPoint.run(SocketConnector.java:264)
	at org.eclipse.jetty.server.ssl.SslSocketConnector$SslConnectorEndPoint.run(SslSocketConnector.java:670)
	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:608)
	at org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:543)
	at java.lang.Thread.run(Thread.java:745)
2c2215a.6b 578605ce /memo
2c2215b.b7 578605ce /AtJs
2c2215b.e5 578605ce /WiDaPic
2c2215c.05 578605ce /WiDaPic
2c2215c.56 578605ce /WiDaPic
2c2215c.ac 578605ce /WiDaPic
2c2215c.b0 578605ce /WiDaPic
2c2215c.b1 578605ce /WiDaPic
2c2215c.b9 578605ce /WiDaPic
2c2215c.c5 578605ce /WiDaPic
2c2215c.dc 578605ce /WiDaPic
2017-03-16 18:29:43.861:WARN:oejs.AbstractHttpConnection:/WiDaPic?q=Q1421
clojure.lang.ArityException: Wrong number of args (2) passed to: core/html
	at clojure.lang.AFn.throwArity(AFn.java:429)
	at clojure.lang.RestFn.invoke(RestFn.java:427)
	at clojure.core$eval537357$fn__537358.invoke(NO_SOURCE_FILE:0)
	at clojure.core$eval537346$fn__537347.invoke(NO_SOURCE_FILE:0)
	at Jet.handle(Jet.java:24)
	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:116)
	at org.eclipse.jetty.server.Server.handle(Server.java:368)
	at org.eclipse.jetty.server.AbstractHttpConnection.handleRequest(AbstractHttpConnection.java:488)
	at org.eclipse.jetty.server.BlockingHttpConnection.handleRequest(BlockingHttpConnection.java:53)
	at org.eclipse.jetty.server.AbstractHttpConnection.headerComplete(AbstractHttpConnection.java:932)
	at org.eclipse.jetty.server.AbstractHttpConnection$RequestHandler.headerComplete(AbstractHttpConnection.java:994)
	at org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:640)
	at org.eclipse.jetty.http.HttpParser.parseAvailable(HttpParser.java:235)
	at org.eclipse.jetty.server.BlockingHttpConnection.handle(BlockingHttpConnection.java:72)
	at org.eclipse.jetty.server.bio.SocketConnector$ConnectorEndPoint.run(SocketConnector.java:264)
	at org.eclipse.jetty.server.ssl.SslSocketConnector$SslConnectorEndPoint.run(SslSocketConnector.java:670)
	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:608)
	at org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:543)
	at java.lang.Thread.run(Thread.java:745)
2c2215d.0c 578605ce /WiDaPic
2c2215d.29 578605ce /WiDaPic
2c2215d.2e 578605ce /WiDaPic
2c2215d.45 578605ce /WiDaPic
2c2215d.55 578605ce /WiDaPic
2c2215d.87 578605ce /WiDaPic
2017-03-16 18:29:44.529:WARN:oejs.AbstractHttpConnection:/WiDaPic?q=Q2492
clojure.lang.ArityException: Wrong number of args (2) passed to: core/html
	at clojure.lang.AFn.throwArity(AFn.java:429)
	at clojure.lang.RestFn.invoke(RestFn.java:427)
	at clojure.core$eval538209$fn__538210.invoke(NO_SOURCE_FILE:0)
	at clojure.core$eval538187$fn__538188.invoke(NO_SOURCE_FILE:0)
	at Jet.handle(Jet.java:24)
	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:116)
	at org.eclipse.jetty.server.Server.handle(Server.java:368)
	at org.eclipse.jetty.server.AbstractHttpConnection.handleRequest(AbstractHttpConnection.java:488)
	at org.eclipse.jetty.server.BlockingHttpConnection.handleRequest(BlockingHttpConnection.java:53)
	at org.eclipse.jetty.server.AbstractHttpConnection.headerComplete(AbstractHttpConnection.java:932)
	at org.eclipse.jetty.server.AbstractHttpConnection$RequestHandler.headerComplete(AbstractHttpConnection.java:994)
	at org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:640)
	at org.eclipse.jetty.http.HttpParser.parseAvailable(HttpParser.java:235)
	at org.eclipse.jetty.server.BlockingHttpConnection.handle(BlockingHttpConnection.java:72)
	at org.eclipse.jetty.server.bio.SocketConnector$ConnectorEndPoint.run(SocketConnector.java:264)
	at org.eclipse.jetty.server.ssl.SslSocketConnector$SslConnectorEndPoint.run(SslSocketConnector.java:670)
	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:608)
	at org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:543)
	at java.lang.Thread.run(Thread.java:745)
2c2215d.90 578605ce /WiDaPic
2c2215d.a3 578605ce /WiDaPic
2c2215d.aa 578605ce /WiDaPic
2c2215d.c1 578605ce /WiDaPic
2c2215d.f0 578605ce /WiDaPic
2c2215e.25 578605ce /WiDaPic
2c2215e.2c 578605ce /WiDaPic
2c2215e.36 578605ce /WiDaPic
2c2215e.41 578605ce /WiDaPic
2c2215e.52 578605ce /WiDaPic
2c2215e.80 578605ce /WiDaPic
2c2215f.2b 578605ce /WiDaPic
2c2215f.2c 578605ce /WiDaPic
2c2215f.2c 578605ce /WiDaPic
2c2215f.30 578605ce /WiDaPic
2c2215f.34 578605ce /WiDaPic
2c2215f.38 578605ce /WiDaPic
2c2215f.46 578605ce /WiDaPic
2017-03-16 18:29:46.277:WARN:oejs.AbstractHttpConnection:/WiDaPic?q=Q243969
clojure.lang.ArityException: Wrong number of args (2) passed to: core/html
	at clojure.lang.AFn.throwArity(AFn.java:429)
	at clojure.lang.RestFn.invoke(RestFn.java:427)
	at clojure.core$eval540235$fn__540236.invoke(NO_SOURCE_FILE:0)
	at clojure.core$eval540231$fn__540232.invoke(NO_SOURCE_FILE:0)
	at Jet.handle(Jet.java:24)
	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:116)
	at org.eclipse.jetty.server.Server.handle(Server.java:368)
	at org.eclipse.jetty.server.AbstractHttpConnection.handleRequest(AbstractHttpConnection.java:488)
	at org.eclipse.jetty.server.BlockingHttpConnection.handleRequest(BlockingHttpConnection.java:53)
	at org.eclipse.jetty.server.AbstractHttpConnection.headerComplete(AbstractHttpConnection.java:932)
	at org.eclipse.jetty.server.AbstractHttpConnection$RequestHandler.headerComplete(AbstractHttpConnection.java:994)
	at org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:640)
	at org.eclipse.jetty.http.HttpParser.parseAvailable(HttpParser.java:235)
	at org.eclipse.jetty.server.BlockingHttpConnection.handle(BlockingHttpConnection.java:72)
	at org.eclipse.jetty.server.bio.SocketConnector$ConnectorEndPoint.run(SocketConnector.java:264)
	at org.eclipse.jetty.server.ssl.SslSocketConnector$SslConnectorEndPoint.run(SslSocketConnector.java:670)
	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:608)
	at org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:543)
	at java.lang.Thread.run(Thread.java:745)
2c2215f.4a 578605ce /WiDaPic
2c2215f.56 578605ce /WiDaPic
2c2215f.5a 578605ce /WiDaPic
2c2215f.60 578605ce /WiDaPic
2c2215f.64 578605ce /WiDaPic
2c2215f.6c 578605ce /WiDaPic
2c2215f.71 578605ce /WiDaPic
2c2215f.72 578605ce /WiDaPic
2c2215f.91 578605ce /WiDaPic
2c2215f.92 578605ce /WiDaPic
2c2215f.94 578605ce /WiDaPic
2c2215f.97 578605ce /WiDaPic
2c2215f.99 578605ce /WiDaPic
2c2215f.9a 578605ce /WiDaPic
2c2215f.bc 578605ce /WiDaPic
2c2215f.c1 578605ce /WiDaPic
2c2215f.c4 578605ce /WiDaPic
2c2215f.c4 578605ce /WiDaPic
2c2215f.c5 578605ce /WiDaPic
2c2215f.c6 578605ce /WiDaPic
2c2215f.fc 578605ce /WiDaPic
2c22160.04 578605ce /WiDaPic
2c22160.08 578605ce /WiDaPic
2c22160.0a 578605ce /WiDaPic
2c22160.0b 578605ce /WiDaPic
2c22160.0b 578605ce /WiDaPic
2c22160.12 578605ce /WiDaPic
2c22160.27 578605ce /WiDaPic
2c22160.49 578605ce /WiDaPic
2c22160.4a 578605ce /WiDaPic
2c22160.4b 578605ce /WiDaPic
2c22160.4f 578605ce /WiDaPic
2c22160.4f 578605ce /WiDaPic
2c22160.50 578605ce /WiDaPic
2c22160.78 578605ce /WiDaPic
2c22160.80 578605ce /WiDaPic
2c22160.88 578605ce /WiDaPic
2c22160.89 578605ce /WiDaPic
2c22160.89 578605ce /WiDaPic
2c22160.8b 578605ce /WiDaPic
2c22160.98 578605ce /WiDaPic
2c22160.a3 578605ce /WiDaPic
2c22160.ab 578605ce /WiDaPic
2c22160.e4 578605ce /favicon.ico
2c222de.85 578605ce /memo
2c222df.b3 578605ce /AtJs
2c222df.d5 578605ce /WiDaPic
2c222df.f2 578605ce /WiDaPic
2c222e0.10 578605ce /WiDaPic
2c222e0.4c 578605ce /WiDaPic
2c222e0.52 578605ce /WiDaPic
2c222e0.57 578605ce /WiDaPic
2c222e0.59 578605ce /WiDaPic
2c222e0.5a 578605ce /WiDaPic
2c222e0.5a 578605ce /WiDaPic
2c222e0.7c 578605ce /WiDaPic
2c222e0.91 578605ce /WiDaPic
2c222e0.9a 578605ce /WiDaPic
2c222e0.9c 578605ce /WiDaPic
2c222e0.9d 578605ce /WiDaPic
2c222e0.9d 578605ce /WiDaPic
2c222e0.b3 578605ce /WiDaPic
2c222e0.be 578605ce /WiDaPic
2c222e0.dd 578605ce /WiDaPic
2c222e0.e0 578605ce /WiDaPic
2c222e0.e1 578605ce /WiDaPic
2c222e0.e1 578605ce /WiDaPic
2c222e0.e9 578605ce /WiDaPic
2c222e0.f3 578605ce /WiDaPic
2c222e1.29 578605ce /WiDaPic
2c222e1.37 578605ce /WiDaPic
2c222e1.37 578605ce /WiDaPic
2c222e1.38 578605ce /WiDaPic
2c222e1.39 578605ce /WiDaPic
2c222e1.3b 578605ce /WiDaPic
2c222e1.49 578605ce /WiDaPic
2c222e1.7a 578605ce /WiDaPic
2c222e1.80 578605ce /WiDaPic
2c222e1.81 578605ce /WiDaPic
2c222e1.82 578605ce /WiDaPic
2c222e1.83 578605ce /WiDaPic
2c222e1.83 578605ce /WiDaPic
2c222e1.8f 578605ce /WiDaPic
2c222e1.9b 578605ce /WiDaPic
2c222e1.ba 578605ce /WiDaPic
2c222e1.c2 578605ce /WiDaPic
2c222e1.c4 578605ce /WiDaPic
2c222e1.c4 578605ce /WiDaPic
2c222e1.c8 578605ce /WiDaPic
2c222e1.c9 578605ce /WiDaPic
2c222e1.db 578605ce /WiDaPic
2c222e1.f3 578605ce /WiDaPic
2c222e1.fb 578605ce /WiDaPic
2c222e2.07 578605ce /WiDaPic
2c222e2.0a 578605ce /WiDaPic
2c222e2.10 578605ce /WiDaPic
2c222e2.12 578605ce /WiDaPic
2c222e2.29 578605ce /WiDaPic
2c222e2.34 578605ce /WiDaPic
2c222e2.3d 578605ce /WiDaPic
2c222e2.3e 578605ce /WiDaPic
2c222e2.4b 578605ce /WiDaPic
2c222e2.4e 578605ce /WiDaPic
2c222e2.5c 578605ce /WiDaPic
2c222e2.77 578605ce /WiDaPic
2c222e2.7a 578605ce /WiDaPic
2c222e2.83 578605ce /WiDaPic
2c222e2.85 578605ce /WiDaPic
2c222e2.8e 578605ce /WiDaPic
2c222e2.91 578605ce /WiDaPic
2c222e2.c1 578605ce /WiDaPic
2c222e2.cb 578605ce /WiDaPic
2c222e2.cb 578605ce /WiDaPic
2c222e2.cf 578605ce /WiDaPic
2c222e2.cf 578605ce /WiDaPic
2c222e2.d0 578605ce /WiDaPic
2c222e2.f3 578605ce /WiDaPic
2c222e3.03 578605ce /WiDaPic
2c222e3.04 578605ce /WiDaPic
2c222e3.0a 578605ce /WiDaPic
